,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-1,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-1,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-1,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-1,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-1,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-1,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-1,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-1,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-1,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-1,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-1,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-1,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
4.476932334/501.1237212,0.6417969,2.8062833,3.3125274,2.2502362,0.7683684,0.8078909,1.9381621,0.645396,0.8611766,1.3664871,1.0589614,1.8799316,1.0546777,1.4175346,2.4027995,2.1718674,1.9179242,3.2775013,2.2388744,1.1399077,1.9940939,2.3451655,2.29532,1.490556,0.8457854,2.1019878,2.2293355,0.8728348,0.8846619,2.6535146,1.5316329,1.2874567,1.62554,3.2514113,2.2890774,0.9158761,1.4994675,3.7708409,1.479499,1.282498,1.0538838,2.9478791,1.5699923,1.3419869,1.2376644,3.1189012,2.9036724,1.4486704,0.4870709,0.3008371,0.2952104,0.2389903,0.2390031,0.6369818,0.299408,0.2457312,0.2378597,0.2971566,0.2843876,0.2514247,0.2666542,0.8501604,0.3185653,0.5024773,0.2874866,0.2906898,0.8507275,0.3234279,0.2735194,0.7577484,0.3343154,0.6557097,0.3194738,1.7101556,1.4204243,0.48674,1.3138171,1.0670553,1.5572887,1.3162351,1.1031917,1.3887933,1.3828588,2.2943246,1.7538173,1.1714328,1.8161435,2.308105,1.7101087,0.9830362,1.4457867,1.9134487,2.2427965,1.8582281,1.7974961,1.6552222
1.180614974/247.1097017,0.6653168,1.7871454,2.4853673,1.839193,1.1542731,1.2063205,2.1849892,0.9893324,0.4952617,1.522955,1.3401155,2.5735064,0.2515767,0.9423044,2.4173875,0.8689462,0.4484495,1.228166,2.4698815,1.0086684,0.644176,1.2592609,2.4292093,0.9694783,0.6738105,1.510674,1.9245306,0.6572215,0.7651261,2.0993561,3.8046702,3.4305386,0.7316359,2.3319592,3.9667712,0.9731551,0.7705158,3.336454,3.5143448,1.4934464,1.1379952,2.3340014,2.7407396,5.4410228,0.6731588,1.5822304,2.3338483,1.0761232,0.499823,1.7646802,2.3455291,0.8940004,0.5285788,0.7359923,2.8554596,0.9855187,0.5227122,0.7990515,2.4757471,1.2258996,0.495339,1.4308162,3.0627116,1.0464878,0.5816489,0.9450409,1.5979961,3.5388971,0.6501071,1.1498202,2.4855269,1.9466904,0.5995921,1.7407964,1.082192,0.7138218,0.588424,1.2665264,1.7367947,0.8396468,0.5881235,0.8122559,2.2166607,2.6473111,0.6215222,1.1958348,2.4705936,2.5122497,0.2409833,0.8276922,2.3818804,0.9456443,0.708951,0.7072741,2.7206316,0.7537558
10.99205482/395.0888925,0.7778553,2.3165775,2.7307093,1.0172806,0.885788,2.0828984,2.2682051,1.0401264,1.5237876,2.6677275,0.6157082,1.1885993,0.228908,1.956953,2.5003948,1.0157955,1.0662079,0.7697219,2.2891891,0.9944012,0.6720278,1.1797438,0.9271541,1.5363976,1.0967144,1.7061575,2.8601489,0.6670528,0.9812458,3.0590154,3.0094976,3.0871777,1.0464203,2.8470253,2.9670837,3.1999246,0.7556885,3.1099856,3.0465393,1.7867184,0.8938112,2.987798,5.205443,4.1258656,1.3589393,2.9383768,5.0691611,2.7666966,0.6239312,0.2973624,0.2918007,0.23623,0.4614349,0.2874908,0.2959498,0.5548287,0.2351124,0.7091101,0.2811029,0.2485207,0.6677525,0.5441043,0.3148858,0.5421018,0.633603,0.2873323,0.2947478,0.3196923,0.5633985,0.2893077,0.3304541,0.6770579,1.9174045,4.0717619,2.0697307,1.5968841,2.1469092,5.3198728,4.1206079,2.0852737,2.653513,4.8746003,2.4252449,2.5447682,1.9258928,3.6716473,2.8815313,3.8916956,0.8469396,3.2671518,3.1940257,1.5494818,2.3179866,2.6521213,1.9003199,0.6101853
1.896178723/518.0696067,1.5241769,1.9455635,3.284997,2.7893055,1.6134138,2.5191926,2.5244052,0.918432,1.6568398,2.4818482,1.8963692,3.1663619,0.5400546,2.6545072,2.1946517,0.6261793,2.0365241,2.1328786,2.0871388,1.7032113,1.8091132,2.9437754,1.9659066,1.9673474,1.7377506,1.8110059,2.9225181,1.6850595,1.9155633,1.0251177,2.7028243,3.5748402,0.6138409,2.2937896,2.9180761,1.1708265,1.1852472,1.1466011,2.5132211,1.7334576,1.8990251,2.8736909,2.563605,3.6294127,1.8969668,1.9654138,1.5008119,1.6785131,0.5016941,0.3363313,0.3300408,0.2671876,0.2672018,0.3251661,0.6271201,0.2747238,0.2659235,0.3322166,0.3179411,0.281089,0.2981153,0.3116239,0.3561512,0.277023,0.3214056,0.3249868,0.6955351,0.7989038,0.3057906,0.7795104,0.3737596,0.663006,1.8079307,1.4807399,1.7781393,0.6914148,0.456551,1.5049002,0.6667818,0.2650185,0.543498,2.1191229,1.4210222,2.876061,0.6010909,2.0340935,2.7560971,3.2520275,1.1105756,2.4367183,2.635799,1.4151759,1.0950286,2.2282154,2.9108587,1.0015502
5.270489096/470.0926522,2.0412927,3.4844791,2.6436714,1.76568,1.8228368,1.7878194,0.9388947,1.1853577,1.8971605,2.4869779,1.366299,2.0124715,0.7652433,1.687772,0.90255,0.7410919,2.0332991,2.4626109,0.9855582,1.5033735,3.2630258,3.0998097,1.6336241,1.8980835,2.0394399,3.0632552,2.6821769,0.9305367,1.9949724,3.7560715,1.2298074,1.0087698,1.8309763,3.3015922,1.9696526,1.3910018,1.7202411,3.7716269,1.8494158,1.5512883,1.8972919,3.3474196,1.1859959,2.1924342,1.9328606,3.8120293,2.1739308,1.5170811,0.2773821,0.3179777,0.3120304,0.2526072,0.2526206,0.3074218,0.3164672,0.2597321,0.2514121,0.3140876,0.300591,0.26575,0.2818472,0.2946186,0.336716,0.2619059,0.3038665,0.3072523,0.3151819,0.3418557,0.6195717,0.3093647,0.3533635,0.2607247,1.4145504,3.2867057,0.7868406,1.0389892,1.9363079,2.4145913,0.6617877,1.0433008,1.8349418,1.052806,1.0811637,1.0632208,1.8615189,1.7422395,1.0702752,2.0495879,0.9862296,2.7268658,0.8037127,0.8947907,1.2120233,1.5520268,0.8239779,0.7558647
6.617550324/318.1230458,1.7099396,2.2524835,2.6404002,1.4857018,0.5483724,0.7579865,2.2989663,1.8499598,0.5840229,2.1764966,2.3334744,1.2218919,1.3077923,1.2910303,2.9196239,0.992031,0.6747668,1.5808776,3.4765545,2.3546626,3.3918172,1.3067695,4.3322066,1.6225904,1.7516128,1.3965767,2.6013424,0.6980419,1.4295348,2.9654758,2.5818232,1.2912704,0.2482684,2.9975782,2.5052696,1.3878175,0.5346834,3.0990455,3.7044937,1.6587328,0.5035947,2.7759509,2.3635344,2.1261043,1.5642678,4.6563936,3.3950732,1.035111,0.2644337,0.3031344,0.2974647,0.647102,0.5235292,0.6740055,0.6102595,0.2476077,0.7243933,0.6414743,0.6258103,0.2533446,0.5419396,0.6843817,0.682575,0.8476034,0.7276071,0.6025091,0.5941473,1.2745506,0.2756081,0.2949234,0.6778677,0.5693504,0.6389518,0.9076374,0.7679933,0.9606646,1.3310089,0.5914342,1.0616121,0.6136585,0.513217,0.9479553,2.1167785,1.4698903,2.0575959,0.792541,2.1474364,1.3198216,0.544299,1.1161985,2.7225468,1.546934,2.2604057,1.1795039,2.4785534,1.8504339
1.829612025/298.0787034,0.9072244,1.3817804,1.2358785,1.3677284,1.6059484,2.1549317,2.4497146,1.6301105,1.312596,1.6919909,2.5873489,2.2769039,1.4903863,2.4776233,2.0058373,2.1094811,2.3336748,3.2789602,2.2516352,2.2320961,1.7080388,3.0287546,2.8645941,2.2132327,0.698404,1.4338131,1.349115,0.5568018,0.711309,1.1911641,1.2025521,0.8924165,0.7058736,1.8690868,1.1050614,0.6687133,0.7386246,1.8075394,1.2592984,0.8185238,0.5210497,2.6922615,1.3575841,0.9680938,0.7594861,2.2658862,2.1445683,0.8011964,0.6946029,1.1404081,0.9521897,0.5671385,0.2395351,1.3675764,1.372508,0.5037176,0.2383892,1.251254,0.932305,0.8227291,0.2672478,1.2645542,1.1064614,0.7441746,0.8724919,1.2091922,1.2605212,1.0160474,0.2741283,1.6730957,1.7080955,0.8341443,1.0685087,2.1551215,1.2841244,0.6743338,1.3962941,2.1892812,1.9528391,0.9904239,1.5836999,1.2330153,2.0945837,2.150825,1.9707852,1.3706572,1.485936,2.5038853,1.2927956,1.1056613,2.1580465,1.7557642,1.950231,1.554252,1.7424145,2.0944429
1.852407634/829.2916943,0.5762864,0.8314984,0.8814325,1.6511767,0.7365768,2.2447234,1.9690469,0.6207014,0.4766294,3.0308034,1.6200293,3.6418935,0.7228459,2.9556487,2.1867615,1.0063915,1.1377069,3.1404837,2.7116152,1.5847614,3.3513055,3.0482437,2.7528794,1.9611105,0.7258431,0.3428335,0.7690529,0.2764531,0.5424519,0.3131035,1.5352791,1.8582148,0.2850351,2.0411974,2.5361278,0.9561003,0.6815283,0.8615959,2.4645699,0.962046,0.630296,2.7184816,2.8567294,3.980793,0.87869,1.6473797,2.0645798,1.6153686,0.3035945,0.3480264,0.341517,0.2764783,0.5248008,0.3364729,0.3463731,0.2842766,0.2751703,0.3437686,0.3289966,0.5809784,0.3084815,0.3224598,0.3685354,0.2866558,0.3325817,0.3362874,0.3449663,0.3741607,0.3164237,0.3385994,0.3867561,0.691504,0.3695865,0.7650563,0.3472199,0.329297,0.4655331,0.9321572,0.8788193,0.8371272,0.4938949,1.8857038,1.4889841,4.0472973,0.5163543,2.3920542,2.8309279,4.2070573,0.8414842,1.7441576,3.3110928,1.4918481,0.3141999,3.1731422,3.4821057,1.640054
5.986762342/337.1180216,0.702725,2.7267246,4.1374927,2.1795573,1.1945984,2.7756703,3.7809841,1.8229163,0.7437716,2.4066375,2.9998757,1.0340927,1.2696343,2.7026673,2.2137948,1.0894144,0.7430255,2.6865974,3.1666772,1.9951391,0.8346331,2.7609963,3.1803091,0.6102708,0.8257488,3.9615121,4.795695,2.0355283,2.5005336,4.27023,5.9543625,4.9119173,2.1978265,4.2252675,5.0571241,1.7223651,1.2206238,3.7020494,4.944297,3.6591934,2.132452,3.0694302,4.4657156,3.5396139,2.3902118,4.4620022,4.1211897,3.519967,0.2877239,0.8837021,1.7155582,0.5257954,1.370359,1.5021719,2.6638731,0.905709,1.076073,1.6079284,1.7353585,1.13937,0.9317307,1.5362842,1.8701456,1.18468,0.5571295,1.9866534,1.4415328,3.2840307,0.8535009,1.2786232,1.9306748,0.754971,0.6135356,3.6339131,2.9326303,1.0282066,1.4823265,3.0157711,2.777664,1.7434984,0.6097932,3.3172435,3.7457442,2.2775378,1.219487,3.1671143,2.9657648,1.1920718,0.7895887,1.8252214,3.7167745,1.4906024,1.5995711,3.0501313,4.6850464,1.7909655
1.248810496/346.1668743,1.994466,2.7005443,3.1162188,1.0240105,1.9792278,3.3866365,3.9171955,1.9885832,1.5077192,3.5307675,4.4732624,1.7305195,2.1606343,4.1763296,4.7444322,2.6380631,2.0331135,4.8509831,4.8614576,2.7180659,2.6220207,5.099999,5.6718511,1.9766922,2.0398276,3.3947767,3.0363011,1.4561382,1.3725624,4.1228595,3.9165526,1.4393754,1.9816979,3.8693919,5.2545629,2.4150593,2.0597062,3.1115716,5.3612066,2.679063,2.3368594,2.9249943,4.5084304,1.5055209,1.9248965,4.3733578,4.3557932,2.9345916,0.5057298,0.2887401,2.2244178,0.2293803,0.2293925,0.2791547,0.2873685,0.6936137,0.228295,0.2852076,0.6766222,0.7549177,0.2559317,0.2675288,1.2022422,0.5204979,0.2759264,1.2198639,0.2862013,0.3104225,0.2625209,0.280919,1.3302231,0.2367514,2.2465491,3.5542385,2.3871848,1.8016616,2.088692,3.547795,2.6355948,2.8836642,2.0256427,4.0428301,3.3320407,1.9911768,2.494348,5.0272814,3.7719198,2.2402535,2.4135719,4.4132174,3.6713244,2.248119,2.5319403,5.1559466,3.8343035,2.3003337
7.34369318/172.0982871,0.8633591,0.8432895,1.2413381,1.3493228,0.9136219,1.4652981,1.0779629,1.497787,1.0476999,2.3655551,1.1196939,1.5619335,1.0841167,1.0476777,2.0271315,1.2002667,1.125205,2.5973289,1.9714064,2.5361571,1.4359606,2.7309638,2.0702566,1.4370695,4.0064219,3.5030952,4.4929676,3.234348,5.0182704,6.1564144,5.9280464,5.8776711,4.952793,5.3126316,5.8543753,5.9617692,4.9729972,4.8254582,5.2102028,5.3656396,4.2551918,3.1856634,4.4683476,6.0262592,3.6649498,3.1017526,4.1532409,3.9607153,1.1195302,1.0960605,1.2019893,1.2259815,0.9886814,2.1345307,2.9249364,1.7078274,1.5663657,3.2856456,3.4088984,2.0634821,2.3792573,2.1731409,3.5962311,2.3762466,3.684595,2.6491657,4.2131862,2.3544969,1.9842195,4.8547551,3.4018546,2.7646118,2.4329732,1.1197467,2.489652,2.9236716,2.6071124,2.694375,2.5716917,2.5912981,2.2149868,3.614499,4.1534916,2.689286,1.0787275,2.6896888,3.5820003,2.6602351,1.4581018,1.463158,2.5952971,3.3328747,1.2439076,3.6962124,2.5194245,2.7171159
5.23219735/383.0795526,1.4312888,2.5509488,2.6476005,1.3219947,0.9599556,1.7684836,1.3818609,2.5679578,1.4205963,2.1715282,1.616408,3.7355379,1.1730394,2.1677278,2.4076776,2.8000598,2.5015331,3.0935964,2.4102663,3.2847392,6.5582862,2.9643963,5.5349931,2.535572,1.7371009,2.8677881,2.4270133,1.1121793,1.1491866,3.4711197,1.4526892,1.2229265,1.1057771,2.1387086,2.0581368,1.0888793,2.5807228,3.3081618,2.0077926,1.7979653,1.2521688,4.1573788,1.7235025,2.9867063,1.6415375,4.6418831,2.306076,2.1588634,0.2677723,0.3069616,0.3012203,0.2438558,0.4599846,0.2967713,0.3055034,0.2507339,0.2427021,0.3032062,0.2901772,0.2565432,0.2720828,0.2844117,0.3250507,0.2528323,0.2933393,0.2966077,0.3042626,0.3300123,0.2790878,0.2986469,0.3411215,0.2516921,0.9048435,2.2062845,1.805082,0.5934037,1.2692247,1.8508877,1.3231821,2.2134417,2.4971767,2.5384451,1.9454286,2.4767158,2.0559862,2.8744661,2.8098375,4.3970619,1.8784722,1.9041675,3.434504,1.3792989,2.6655535,3.8474029,4.8418846,1.5888442
3.871782574/308.1358066,2.997731,2.977391,5.611889,5.576984,3.847072,3.415822,5.391652,4.000697,2.747833,4.8309,4.706519,5.496045,3.919289,3.686397,7.19872,3.775877,2.927015,3.976476,5.238634,3.958428,2.573822,4.17809,5.668377,3.792976,3.512565,7.0326,3.994036,3.506171,3.48071,3.691889,4.683827,6.087738,4.168138,3.359774,5.038482,3.022712,4.240159,4.122384,5.669207,3.592011,3.939682,3.170066,6.440989,5.742844,2.89543,4.113877,6.998255,4.676234,3.770675,5.152622,7.141383,4.789442,2.593777,2.087059,3.040203,3.044811,1.578191,2.649573,5.248555,9.241577,1.630765,2.575998,4.697112,2.464815,1.667505,3.659158,3.747296,9.965128,2.382663,3.401219,3.14241,2.898726,1.725755,3.126148,4.912886,2.656846,3.818439,3.663979,6.19582,3.477422,3.373183,3.672892,6.506823,6.769592,4.349583,3.297333,6.660363,6.212602,4.886506,3.493294,6.652307,3.684038,5.441965,2.270586,7.91558,4.250346
6.106867816/478.8888563,2.1813371,3.1429062,2.9894203,3.941856,3.063653,3.6132462,2.3159119,2.421685,1.4898509,2.1361126,2.6440253,2.1587928,2.1075948,2.3157723,2.6308889,4.3721859,2.3343042,1.2220019,2.2796555,1.8884941,1.5632483,2.4924284,2.9912889,3.4517709,2.1484952,3.273457,3.6587153,2.7510405,2.1118663,2.2409225,4.1183964,4.730775,3.4407908,3.6618131,4.1988508,3.6132091,3.2999441,1.6193109,4.0083404,3.1397775,2.666565,3.8575922,4.1289625,4.3057248,1.9484206,3.0285759,4.0560105,3.7933288,0.6492469,0.7224888,1.2962705,1.3341474,2.5756091,2.8376288,1.7460675,2.5084778,1.5860599,1.7604042,1.9038308,3.0428032,1.8842109,1.3717493,1.7362341,3.066836,3.202888,2.0961538,2.530445,2.2889572,3.4863234,2.3515867,2.5524394,3.3042673,1.8230994,3.005913,1.6079666,1.327684,1.9155337,2.3338971,2.247852,3.8620743,1.7023082,3.3610091,3.633691,3.5939901,2.5895882,2.9941048,1.8395774,4.6052376,2.7904791,1.5766202,3.2550195,3.0806284,2.0489643,2.2135654,1.4100513,2.9090456
6.110589979/488.2625374,0.831757,0.7986704,0.7600785,0.738638,0.6140427,1.0013801,2.4349879,1.5932839,0.6530602,2.7568691,0.8464134,1.2124615,0.9467872,2.73336,3.0940564,3.4787759,1.3961041,3.5597207,3.2771639,2.9563404,2.2245108,3.7557449,3.491984,3.8869595,0.7160735,0.6264005,1.1435866,0.7574515,0.7316641,2.0646399,2.6693527,2.5469404,0.5566019,2.879167,2.7591131,1.910811,0.5543485,3.128316,3.1058299,2.4219386,0.7042498,3.4566238,2.8543741,3.0415938,1.7686451,3.0189018,3.1724509,3.0961646,0.4658137,0.3122774,0.750044,0.4805599,0.4870529,0.8074347,1.7587976,0.5922123,0.5979465,1.944604,1.0453039,0.8877022,0.8643915,2.5609922,0.9330462,1.6605039,0.8028115,2.4691341,0.9997826,1.6318941,0.7178895,2.460825,1.3429489,1.9869648,0.8203807,0.9688056,1.6509057,0.5850386,0.6877401,1.7780811,2.3791095,2.5001671,0.7391206,2.6412859,2.8865827,3.2492103,1.5635134,3.0274147,3.4452809,3.5022752,1.9871631,3.0611158,3.720056,3.3396242,2.1011325,3.8607227,3.8554149,3.8214053
1.211017854/351.1809112,1.4841592,1.420482,2.3373068,0.8720087,1.0900684,2.014449,1.3405182,0.7016926,1.3886915,2.587977,1.5087897,1.6594819,1.3860632,3.1688292,1.9999587,1.8755492,1.3326726,3.1887141,2.2513913,1.1544775,1.5554529,3.7363108,2.4259678,1.7310492,1.0146291,1.6492316,1.7944347,0.5918297,1.0286381,2.7681771,1.6550148,1.3777765,1.8735321,2.3730893,2.2775933,1.4959994,1.4021885,2.7102656,1.7221653,2.3912877,1.5065172,2.9036703,3.0925907,2.1151064,1.1933862,3.0056057,3.5098276,2.181896,1.1323216,0.6565884,1.0337616,0.2338237,1.1684564,2.0730553,1.0925063,0.2404189,0.8760163,1.2284019,0.953614,0.2459892,0.585442,1.2797179,1.6690181,0.242431,0.2812715,1.4695564,0.7198782,1.0894098,1.2541004,1.2425933,0.327088,1.1201576,1.2382974,1.4006431,1.2458407,0.9912632,1.1279337,2.5129419,1.2493859,1.8172701,1.7318314,3.7844411,1.9536287,2.5354752,1.5714382,4.0345467,2.9512501,2.3160174,1.6215401,3.724916,3.6458591,2.7328778,1.7286662,5.2194414,2.744443,2.6379999
1.438362906/461.2406418,0.7365403,0.6724971,1.6600876,1.12468,1.5940642,2.6401495,2.121807,1.6495983,1.4747071,3.1489892,2.5339947,2.9751161,0.9032932,3.1681495,2.9709215,2.2197185,1.8836776,3.22101,3.1558157,2.0490517,1.5755514,3.3622243,3.1305314,1.8842267,0.8276674,0.6533338,0.8529645,0.5985029,1.6791335,2.1938843,2.4801018,2.6003559,1.8341063,2.5987952,2.9510157,1.9122184,1.6372529,2.6550493,3.1344478,2.3640319,1.7447752,2.5606069,3.0247874,3.2960383,1.6663564,2.5941923,2.9831495,2.3339519,0.257419,0.295093,0.2895737,0.2344271,0.2344397,1.1407915,0.2936912,0.2410393,0.6989895,0.2914828,1.0843941,0.2466241,0.2615628,0.273415,0.5343379,0.2430566,0.2819974,0.2851395,0.2924984,0.3172525,0.8728185,0.2870998,0.6329147,0.2419605,1.8463625,1.9626473,1.9933221,1.0925112,2.011795,3.6603647,2.193604,2.8933483,2.2382988,3.6948873,3.3488146,4.1582952,2.609699,4.3011803,3.2924511,4.4167344,2.5475997,4.1090553,3.5709643,3.1158121,2.7660173,4.2973192,2.9984452,3.142164
1.521995993/279.0411534,0.6018871,0.9481882,1.0736984,1.2484429,0.540141,1.7745237,1.8444276,0.5424989,0.7055106,1.1049784,1.2006452,2.0694191,0.4379872,1.8617226,1.3292352,0.2530534,0.8678635,2.124478,2.3271309,0.6839031,0.5397631,2.3567972,0.8655206,0.5654492,2.522734,3.0536919,3.6428846,2.2714009,3.0010524,2.8977436,4.5850156,5.6432545,2.8024041,3.4703522,4.9005264,3.530837,2.6979574,1.7627116,3.8650949,2.9351342,2.2090311,2.9019701,3.60122,4.5687724,2.0859097,2.6871755,2.7909751,2.227749,0.4522915,0.9529507,1.071721,0.5691661,0.561497,0.2841119,1.1214082,0.6241562,0.5439359,0.9441393,0.9077433,0.2455998,0.590415,0.2722795,0.978368,0.2420472,0.5931888,0.8124649,0.8589177,0.8731894,0.6167292,0.8800768,0.9455453,0.4791564,2.2074178,2.313593,2.4975365,0.6077296,0.6898385,2.6301308,2.7199675,0.5402676,0.9089686,2.6076995,2.4140355,2.5972224,0.7997176,2.1110649,2.1313499,2.2057635,1.6176403,0.8369612,2.0587435,0.229199,0.9305495,0.6765803,0.7641714,0.5731947
2.27368661/211.1342703,1.3393978,1.5562056,2.1570444,2.3352704,1.4078353,1.7965947,2.1732474,1.3393969,1.2446375,3.8198353,2.6349643,2.0942865,0.810931,3.6690383,1.9005818,1.4067174,1.708453,3.8666822,2.0252905,1.7269451,1.4141195,4.4462298,3.6952349,1.3590346,0.9668654,1.4575715,1.7842908,1.1756657,1.1558117,1.4360629,1.818209,1.7821535,1.0683569,1.6115227,1.8536053,1.1850826,1.0215611,1.4698215,1.7888355,1.2056649,1.1391368,3.4290764,2.4532643,2.2395521,0.9835669,3.0314753,3.7276091,1.2072354,0.9806655,1.138525,1.9706651,1.4714823,0.7559661,1.5584254,2.0288323,1.2125976,0.6885948,1.2793126,1.7790702,1.2749611,0.7683325,1.4718523,2.1322217,1.3402861,1.3339429,1.344069,1.3811132,1.9102167,1.2125103,1.318735,2.2144559,1.2590645,1.1667492,1.3971752,2.1438684,0.9677684,1.0676243,3.5476327,1.6366044,1.6223928,1.0366043,4.193947,1.8915672,4.1994235,2.487943,4.8609297,1.8297527,4.5978397,2.6817767,3.999831,3.9190811,2.9864798,2.9635631,5.5880811,2.6079845,1.5755119
1.678275324/267.0665568,2.4065657,1.3607819,1.7750784,3.4297701,6.9138017,1.6012296,2.0658995,2.282584,2.4740997,1.4739905,1.3450727,3.1293921,6.8197133,1.1519253,2.3314548,2.3474408,8.0126165,1.8497669,1.2389957,6.747428,8.4062843,2.5664729,1.4429856,1.9999089,4.6253826,1.6066679,2.2330053,2.3095474,2.5278884,1.8844949,2.9287526,4.1838878,8.6855018,2.4630829,3.2125578,4.3956306,8.3932531,2.9885747,3.2156306,4.7051153,8.8412034,3.1341669,3.1515868,4.3387492,3.3628626,3.3380059,3.4759528,10.7167662,1.6079999,0.7581789,1.0507177,1.8664338,0.6692742,1.7731752,1.673711,1.7949274,0.9174051,1.4363368,1.7122469,2.2219034,0.9581289,1.5715544,2.7921875,1.6694702,1.6125697,1.2576915,1.5998144,1.5295472,1.3828107,1.0268712,3.0916722,1.8171689,3.2037793,1.6524655,1.499121,5.5917388,7.6837752,1.5113163,1.2613958,2.9533966,8.2880736,1.4877629,1.6647092,2.9358613,9.8149298,1.2856631,1.8144618,3.458419,7.5413436,1.5889775,1.9144065,5.7166131,2.1627116,1.8435146,1.40731,2.999627
3.912964077/454.230654,0.784501,0.3001325,0.313392,0.6863051,1.9189497,0.3371679,0.6353087,0.6416227,2.1287457,0.317634,0.304912,0.9494656,0.8281263,0.3316545,0.7464184,0.5449391,2.3259469,0.7599533,0.8592296,0.3411395,1.223836,0.3181694,0.862366,0.2634349,1.7112973,0.7200894,1.1819866,1.9513968,2.372737,1.6284886,2.85584,3.4310507,3.9510223,2.7129568,2.5887665,2.4565395,4.1486236,2.5963658,3.5341253,3.3481994,4.8621018,2.7072202,3.8996619,4.9581817,3.5759525,2.5333127,3.7777269,3.4563006,0.2738859,0.3139699,0.3080976,0.2494233,0.2494366,0.303547,0.3124785,0.2564584,0.2482433,0.3101288,0.2968024,0.2624004,0.2782948,0.2909052,0.332472,0.2586048,0.3000366,0.3033797,0.3112093,0.3375469,0.2854597,0.3054654,0.3489098,0.2574386,0.6485935,0.9916919,0.3132424,0.6587945,3.0723183,0.5775351,0.6158799,1.2565574,3.5467834,0.7559849,0.3122166,2.4550358,2.9804826,0.3086315,0.3141276,1.0709338,3.3372586,1.2631153,0.8379341,2.0666353,0.745536,0.3050525,0.9247921,1.648151
